Level,Date and Time,Source,Event ID,Task Category
Information,11/24/2019 10:14:30 AM,Service Control Manager,7036,None,The Network List Service service entered the running state.
Information,11/24/2019 10:14:30 AM,Service Control Manager,7036,None,The OpenSSH Server service entered the running state.
Information,11/24/2019 10:14:29 AM,Service Control Manager,7036,None,The Server service entered the running state.
Information,11/24/2019 10:14:29 AM,Service Control Manager,7036,None,The Windows Remote Management (WS-Management) service entered the running state.
Information,11/24/2019 10:14:29 AM,Service Control Manager,7036,None,The IP Helper service entered the running state.
Information,11/24/2019 10:14:29 AM,Service Control Manager,7036,None,The Windows Management Instrumentation service entered the running state.
Information,11/24/2019 10:14:29 AM,Service Control Manager,7036,None,The Windows Licensing Monitoring Service service entered the running state.
Information,11/24/2019 10:14:29 AM,Service Control Manager,7036,None,The Distributed Link Tracking Client service entered the running state.
Information,11/24/2019 10:14:29 AM,Service Control Manager,7036,None,The Remote Registry service entered the running state.
Information,11/24/2019 10:14:29 AM,Microsoft-Windows-WinRM,10121,None,"The WinRM service has been configured to accept basic authentication for unsecure HTTP connections. 

 This is not a secure configuration. 

 User Action 
 Set AllowUnencrypted to False in WinRM configuration to ensure packets are encrypted on the wire."
Information,11/24/2019 10:14:29 AM,Microsoft-Windows-WinRM,10148,None,"The WinRM service is listening for WS-Management requests. 

 User Action 
 Use the following command to see the specific IPs on which WinRM is listening: 

 winrm enumerate winrm/config/listener"
Information,11/24/2019 10:14:29 AM,Service Control Manager,7036,None,The Network Location Awareness service entered the running state.
Information,11/24/2019 10:14:29 AM,Service Control Manager,7036,None,The IKE and AuthIP IPsec Keying Modules service entered the running state.
Information,11/24/2019 10:14:29 AM,Service Control Manager,7036,None,The Cryptographic Services service entered the running state.
Information,11/24/2019 10:14:29 AM,Service Control Manager,7036,None,The Print Spooler service entered the running state.
Information,11/24/2019 10:14:29 AM,Service Control Manager,7036,None,The Security Accounts Manager service entered the running state.
Information,11/24/2019 10:14:29 AM,Service Control Manager,7036,None,The Workstation service entered the running state.
Information,11/24/2019 10:14:29 AM,Service Control Manager,7036,None,The Windows Firewall service entered the running state.
Information,11/24/2019 10:14:28 AM,Service Control Manager,7036,None,The Base Filtering Engine service entered the running state.
Information,11/24/2019 10:14:28 AM,Service Control Manager,7036,None,The Task Scheduler service entered the running state.
Information,11/24/2019 10:14:28 AM,Service Control Manager,7036,None,The Shell Hardware Detection service entered the running state.
Information,11/24/2019 10:14:28 AM,Service Control Manager,7036,None,The DNS Client service entered the running state.
Information,11/24/2019 10:14:28 AM,Service Control Manager,7036,None,The DHCP Client service entered the running state.
Information,11/24/2019 10:14:28 AM,Microsoft-Windows-DHCPv6-Client,51046,Service State Event,DHCPv6 client service is started
Information,11/24/2019 10:14:28 AM,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,11/24/2019 10:14:28 AM,Service Control Manager,7036,None,The TCP/IP NetBIOS Helper service entered the running state.
Information,11/24/2019 10:14:28 AM,Service Control Manager,7036,None,The Network Store Interface Service service entered the running state.
Information,11/24/2019 10:14:28 AM,Service Control Manager,7036,None,The Desktop Window Manager Session Manager service entered the running state.
Information,11/24/2019 10:14:28 AM,Service Control Manager,7036,None,The Windows Modules Installer service entered the running state.
Information,11/24/2019 10:14:28 AM,Service Control Manager,7036,None,The System Event Notification Service service entered the running state.
Information,11/24/2019 10:14:28 AM,Service Control Manager,7036,None,The COM+ Event System service entered the running state.
Information,11/24/2019 10:14:28 AM,Service Control Manager,7036,None,The Group Policy Client service entered the running state.
Information,11/24/2019 10:14:28 AM,Service Control Manager,7036,None,The User Profile Service service entered the running state.
Information,11/24/2019 10:14:27 AM,Service Control Manager,7036,None,The Windows Event Log service entered the running state.
Information,11/24/2019 10:14:27 AM,Service Control Manager,7036,None,The Remote Procedure Call (RPC) service entered the running state.
Information,11/24/2019 10:14:27 AM,Service Control Manager,7036,None,The RPC Endpoint Mapper service entered the running state.
Information,11/24/2019 10:14:27 AM,Service Control Manager,7036,None,The DCOM Server Process Launcher service entered the running state.
Information,11/24/2019 10:14:27 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'luafv' (6.1, ‎2009‎-‎07‎-‎13T15:26:13.000000000Z) has successfully loaded and registered with Filter Manager."
Information,11/24/2019 10:14:27 AM,Service Control Manager,7036,None,The Power service entered the running state.
Information,11/24/2019 10:14:27 AM,Microsoft-Windows-UserPnp,20010,(7010),"One or more of the Plug and Play service's subsystems has changed state. 

PlugPlay install subsystem enabled: 'true' 
PlugPlay caching subsystem enabled: 'true' 
"
Information,11/24/2019 10:14:27 AM,Service Control Manager,7036,None,The Plug and Play service entered the running state.
Information,11/24/2019 10:14:25 AM,Microsoft-Windows-Kernel-Processor-Power,26,(4),"Processor 1 in group 0 exposes the following:

1 idle state(s)
0 performance state(s)
0 throttle state(s)"
Information,11/24/2019 10:14:25 AM,Microsoft-Windows-Kernel-Processor-Power,26,(4),"Processor 0 in group 0 exposes the following:

1 idle state(s)
0 performance state(s)
0 throttle state(s)"
Information,11/24/2019 10:14:21 AM,Microsoft-Windows-Kernel-General,12,None,The operating system started at system time ‎2019‎-‎11‎-‎24T10:14:21.484375000Z.
Information,11/24/2019 10:14:12 AM,Microsoft-Windows-Kernel-General,13,None,The operating system is shutting down at system time ‎2019‎-‎11‎-‎24T10:14:12.186750000Z.
Information,11/24/2019 10:14:11 AM,Microsoft-Windows-Kernel-Power,109,(103),The kernel power manager has initiated a shutdown transition.
Information,11/24/2019 10:14:11 AM,Service Control Manager,7036,None,The Cryptographic Services service entered the stopped state.
Information,11/24/2019 10:14:11 AM,Service Control Manager,7036,None,The Plug and Play service entered the stopped state.
Information,11/24/2019 10:14:11 AM,Microsoft-Windows-UserPnp,20010,(7010),"One or more of the Plug and Play service's subsystems has changed state. 

PlugPlay install subsystem enabled: 'false' 
PlugPlay caching subsystem enabled: 'false' 
"
Information,11/24/2019 10:14:27 AM,EventLog,6013,None,The system uptime is 6 seconds.
Information,11/24/2019 10:14:27 AM,EventLog,6005,None,The Event log service was started.
Information,11/24/2019 10:14:27 AM,EventLog,6009,None,Microsoft (R) Windows (R) 6.01. 7601 Service Pack 1 Multiprocessor Free.
Information,11/24/2019 10:14:10 AM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,11/24/2019 10:14:10 AM,Service Control Manager,7036,None,The Volume Shadow Copy service entered the stopped state.
Information,11/24/2019 10:14:10 AM,Service Control Manager,7036,None,The Remote Desktop Services service entered the stopped state.
Information,11/24/2019 10:14:10 AM,Service Control Manager,7036,None,The Windows Remote Management (WS-Management) service entered the stopped state.
Information,11/24/2019 10:14:10 AM,Service Control Manager,7036,None,The IKE and AuthIP IPsec Keying Modules service entered the stopped state.
Information,11/24/2019 10:14:10 AM,Service Control Manager,7036,None,The Windows Management Instrumentation service entered the stopped state.
Information,11/24/2019 10:14:10 AM,Service Control Manager,7036,None,The Distributed Link Tracking Client service entered the stopped state.
Information,11/24/2019 10:14:10 AM,Service Control Manager,7036,None,The Windows Licensing Monitoring Service service entered the stopped state.
Information,11/24/2019 10:14:10 AM,Service Control Manager,7036,None,The Desktop Window Manager Session Manager service entered the stopped state.
Information,11/24/2019 10:14:10 AM,Service Control Manager,7036,None,The Microsoft Software Shadow Copy Provider service entered the stopped state.
Information,11/24/2019 10:14:10 AM,Service Control Manager,7036,None,The Remote Desktop Services UserMode Port Redirector service entered the stopped state.
Information,11/24/2019 10:14:10 AM,Service Control Manager,7036,None,The IPsec Policy Agent service entered the stopped state.
Information,11/24/2019 10:14:10 AM,Service Control Manager,7036,None,The Windows Event Log service entered the stopped state.
Information,11/24/2019 10:14:10 AM,Service Control Manager,7036,None,The Distributed Transaction Coordinator service entered the stopped state.
Information,11/24/2019 10:14:10 AM,Service Control Manager,7036,None,The User Profile Service service entered the stopped state.
Information,11/24/2019 10:14:10 AM,Service Control Manager,7036,None,The Windows Font Cache Service service entered the stopped state.
Information,11/24/2019 10:14:10 AM,Service Control Manager,7036,None,The Power service entered the stopped state.
Information,11/24/2019 10:14:10 AM,Service Control Manager,7036,None,The DHCP Client service entered the stopped state.
Information,11/24/2019 10:14:10 AM,Service Control Manager,7036,None,The Diagnostic Policy Service service entered the stopped state.
Information,11/24/2019 10:14:10 AM,Microsoft-Windows-Dhcp-Client,50037,Service State Event,DHCPv4 client service is stopped. ShutDown Flag value is 1
Information,11/24/2019 10:14:10 AM,Microsoft-Windows-DHCPv6-Client,51047,Service State Event,DHCPv6 client service is stopped. ShutDown Flag value is 1
Information,11/24/2019 10:14:10 AM,Service Control Manager,7036,None,The Diagnostic System Host service entered the stopped state.
Information,11/24/2019 10:14:10 AM,Service Control Manager,7036,None,The Certificate Propagation service entered the stopped state.
Information,11/24/2019 10:14:10 AM,Service Control Manager,7036,None,The Microsoft .NET Framework NGEN v4.0.30319_X64 service entered the stopped state.
Information,11/24/2019 10:14:10 AM,Service Control Manager,7036,None,The Microsoft .NET Framework NGEN v4.0.30319_X86 service entered the stopped state.
Information,11/24/2019 10:14:10 AM,Service Control Manager,7036,None,The Windows Modules Installer service entered the stopped state.
Information,11/24/2019 10:14:10 AM,EventLog,6006,None,The Event log service was stopped.
Information,11/24/2019 10:14:05 AM,Microsoft-Windows-Winlogon,7002,(1102),User Logoff Notification for Customer Experience Improvement Program
Information,11/24/2019 10:14:05 AM,Service Control Manager,7036,None,The Group Policy Client service entered the stopped state.
Information,11/24/2019 10:14:05 AM,Service Control Manager,7036,None,The Windows Update service entered the stopped state.
Information,11/24/2019 10:14:05 AM,Microsoft-Windows-TerminalServices-RemoteConnectionManager,1056,None,A new self signed certificate to be used for Terminal Server authentication on SSL connections was generated. The name on this certificate is vagrant-2008R2. The SHA1 hash of the certificate is in the event data.
Information,11/24/2019 10:14:04 AM,Service Control Manager,7036,None,The IKE and AuthIP IPsec Keying Modules service entered the running state.
Information,11/24/2019 10:14:04 AM,Service Control Manager,7040,None,The start type of the IKE and AuthIP IPsec Keying Modules service was changed from demand start to auto start.
Information,11/24/2019 10:14:04 AM,Microsoft-Windows-UserPnp,20001,(7005),Driver Management concluded the process to install driver FileRepository\umbus.inf_amd64_neutral_2d4257afa2e35253\umbus.inf for Device Instance ID UMB\UMB\1&841921D&0&TSBUS with the following status: 0x0.
Information,11/24/2019 10:14:04 AM,Microsoft-Windows-UserPnp,20003,(7005),Driver Management has concluded the process to add Service umbus for Device Instance ID UMB\UMB\1&841921D&0&TSBUS with the following status: 0.
Information,11/24/2019 10:14:04 AM,Service Control Manager,7036,None,The Remote Desktop Configuration service entered the running state.
Information,11/24/2019 10:14:04 AM,Service Control Manager,7036,None,The Certificate Propagation service entered the running state.
Information,11/24/2019 10:14:04 AM,Service Control Manager,7036,None,The Remote Desktop Services UserMode Port Redirector service entered the running state.
Information,11/24/2019 10:14:04 AM,USER32,1074,None,"The process C:\Windows\system32\shutdown.exe (VAGRANT-2008R2) has initiated the restart of computer VAGRANT-2008R2 on behalf of user VAGRANT-2008R2\vagrant for the following reason: No title for this reason could be found
 Reason Code: 0x800000ff
 Shutdown Type: restart
 Comment: packer restart"
Information,11/24/2019 10:14:03 AM,Service Control Manager,7036,None,The Remote Desktop Services service entered the running state.
Information,11/24/2019 10:13:47 AM,Service Control Manager,7036,None,The Network Connections service entered the running state.
Information,11/24/2019 10:13:38 AM,Service Control Manager,7036,None,The Shell Hardware Detection service entered the running state.
Information,11/24/2019 10:13:38 AM,Service Control Manager,7036,None,The OpenSSH Server service entered the running state.
Information,11/24/2019 10:13:36 AM,Service Control Manager,7036,None,The OpenSSH Server service entered the stopped state.
Information,11/24/2019 10:13:35 AM,Service Control Manager,7036,None,The OpenSSH Server service entered the running state.
Information,11/24/2019 10:13:34 AM,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  OpenSSH Server
Service File Name:  C:\Program Files\OpenSSH\bin\cygrunsrv.exe
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  VAGRANT-2008R2\sshd_server"
Information,11/24/2019 10:13:22 AM,Service Control Manager,7036,None,The Microsoft Software Shadow Copy Provider service entered the running state.
Information,11/24/2019 10:13:21 AM,Service Control Manager,7036,None,The Volume Shadow Copy service entered the running state.
Information,11/24/2019 10:12:38 AM,Service Control Manager,7040,None,The start type of the Windows Modules Installer service was changed from demand start to auto start.
Information,11/24/2019 10:12:29 AM,Microsoft-Windows-WindowsUpdateClient,28,Windows Update Agent,Automatic Updates is now resumed.
Information,11/24/2019 10:12:24 AM,Service Control Manager,7036,None,The Windows Installer service entered the stopped state.
Information,11/24/2019 10:11:51 AM,Service Control Manager,7036,None,The Windows Time service entered the stopped state.
Information,11/24/2019 10:11:51 AM,Microsoft-Windows-Kernel-General,1,None,The system time has changed to ‎2019‎-‎11‎-‎24T10:11:51.468000000Z from ‎2019‎-‎11‎-‎24T10:11:51.468750000Z.
Information,11/24/2019 10:11:51 AM,Microsoft-Windows-Time-Service,35,None,"The time service is now synchronizing the system time with the time source time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->13.86.101.172:123)."
Information,11/24/2019 10:11:37 AM,Service Control Manager,7036,None,The Microsoft .NET Framework NGEN v4.0.30319_X86 service entered the running state.
Information,11/24/2019 10:11:37 AM,Microsoft-Windows-Time-Service,37,None,"The time provider NtpClient is currently receiving valid time data from time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->13.86.101.172:123)."
Information,11/24/2019 10:11:35 AM,Service Control Manager,7036,None,The Windows Time service entered the running state.
Information,11/24/2019 10:10:59 AM,Service Control Manager,7036,None,The Microsoft .NET Framework NGEN v4.0.30319_X64 service entered the running state.
Information,11/24/2019 10:10:44 AM,Service Control Manager,7036,None,The Shell Hardware Detection service entered the stopped state.
Information,11/24/2019 10:10:38 AM,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  ASP.NET State Service
Service File Name:  %SystemRoot%\Microsoft.NET\Framework64\v4.0.30319\aspnet_state.exe
Service Type:  user mode service
Service Start Type:  disabled
Service Account:  LocalSystem"
Information,11/24/2019 10:10:37 AM,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  Microsoft .NET Framework NGEN v4.0.30319_X64
Service File Name:  C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
Information,11/24/2019 10:10:36 AM,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  Microsoft .NET Framework NGEN v4.0.30319_X86
Service File Name:  C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
Information,11/24/2019 10:10:36 AM,Service Control Manager,7036,None,The Distributed Transaction Coordinator service entered the running state.
Information,11/24/2019 10:10:36 AM,Service Control Manager,7036,None,The Windows Font Cache Service service entered the running state.
Information,11/24/2019 10:10:36 AM,Service Control Manager,7036,None,The Diagnostic System Host service entered the running state.
Information,11/24/2019 10:10:36 AM,Service Control Manager,7036,None,The Diagnostic Policy Service service entered the running state.
Information,11/24/2019 10:10:36 AM,Service Control Manager,7036,None,The Background Intelligent Transfer Service service entered the running state.
Information,11/24/2019 10:10:35 AM,Service Control Manager,7036,None,The Portable Device Enumerator Service service entered the stopped state.
Information,11/24/2019 10:10:12 AM,Microsoft-Windows-HttpEvent,15007,None,Reservation for namespace identified by URL prefix http://+:80/Temporary_Listen_Addresses/ was successfully added.
Information,11/24/2019 10:10:12 AM,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  Net.Msmq Listener Adapter
Service File Name:  ""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\SMSvcHost.exe"" -NetMsmqActivator
Service Type:  user mode service
Service Start Type:  disabled
Service Account:  NT AUTHORITY\NetworkService"
Information,11/24/2019 10:10:12 AM,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  Net.Pipe Listener Adapter
Service File Name:  C:\Windows\Microsoft.NET\Framework64\v4.0.30319\SMSvcHost.exe
Service Type:  user mode service
Service Start Type:  disabled
Service Account:  NT AUTHORITY\LocalService"
Information,11/24/2019 10:10:12 AM,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  Net.Tcp Listener Adapter
Service File Name:  C:\Windows\Microsoft.NET\Framework64\v4.0.30319\SMSvcHost.exe
Service Type:  user mode service
Service Start Type:  disabled
Service Account:  NT AUTHORITY\LocalService"
Information,11/24/2019 10:10:12 AM,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  Net.Tcp Port Sharing Service
Service File Name:  C:\Windows\Microsoft.NET\Framework64\v4.0.30319\SMSvcHost.exe
Service Type:  user mode service
Service Start Type:  disabled
Service Account:  NT AUTHORITY\LocalService"
Information,11/24/2019 10:10:03 AM,Service Control Manager,7040,None,The start type of the Microsoft .NET Framework NGEN v2.0.50727_X86 service was changed from auto start to disabled.
Information,11/24/2019 10:10:03 AM,Service Control Manager,7040,None,The start type of the Microsoft .NET Framework NGEN v2.0.50727_X64 service was changed from auto start to disabled.
Information,11/24/2019 10:09:51 AM,Service Control Manager,7036,None,The Windows Installer service entered the running state.
Information,11/24/2019 10:09:45 AM,Microsoft-Windows-WindowsUpdateClient,27,Windows Update Agent,Automatic Updates is now paused.
Information,11/24/2019 10:09:40 AM,Service Control Manager,7036,None,The Windows Update service entered the running state.
Information,11/24/2019 10:08:51 AM,Service Control Manager,7036,None,The Windows Remote Management (WS-Management) service entered the running state.
Information,11/24/2019 10:08:51 AM,Microsoft-Windows-WinRM,10121,None,"The WinRM service has been configured to accept basic authentication for unsecure HTTP connections. 

 This is not a secure configuration. 

 User Action 
 Set AllowUnencrypted to False in WinRM configuration to ensure packets are encrypted on the wire."
Information,11/24/2019 10:08:51 AM,Microsoft-Windows-WinRM,10148,None,"The WinRM service is listening for WS-Management requests. 

 User Action 
 Use the following command to see the specific IPs on which WinRM is listening: 

 winrm enumerate winrm/config/listener"
Information,11/24/2019 10:08:49 AM,Service Control Manager,7036,None,The IPsec Policy Agent service entered the running state.
Information,11/24/2019 10:08:48 AM,Service Control Manager,7036,None,The Windows Remote Management (WS-Management) service entered the stopped state.
Information,11/24/2019 10:08:48 AM,Microsoft-Windows-HttpEvent,15007,None,Reservation for namespace identified by URL prefix http://+:5985/wsman/ was successfully added.
Information,11/24/2019 10:08:48 AM,Microsoft-Windows-HttpEvent,15008,None,Reservation for namespace identified by URL prefix http://+:5985/wsman/ was successfully deleted.
Warning,11/24/2019 10:08:48 AM,Microsoft-Windows-WinRM,10149,None,"The WinRM service is not listening for WS-Management requests. 

 User Action 
 If you did not intentionally stop the service, use the following command to see the WinRM configuration: 

 winrm enumerate winrm/config/listener"
Information,11/24/2019 10:08:47 AM,Microsoft-Windows-HttpEvent,15007,None,Reservation for namespace identified by URL prefix http://+:5985/wsman/ was successfully added.
Information,11/24/2019 10:08:47 AM,Microsoft-Windows-HttpEvent,15008,None,Reservation for namespace identified by URL prefix http://+:5985/wsman/ was successfully deleted.
Information,11/24/2019 10:08:48 AM,Microsoft-Windows-WinRM,10121,None,"The WinRM service has been configured to accept basic authentication for unsecure HTTP connections. 

 This is not a secure configuration. 

 User Action 
 Set AllowUnencrypted to False in WinRM configuration to ensure packets are encrypted on the wire."
Information,11/24/2019 10:08:46 AM,Service Control Manager,7036,None,The Windows Remote Management (WS-Management) service entered the running state.
Information,11/24/2019 10:08:46 AM,Microsoft-Windows-WinRM,10148,None,"The WinRM service is listening for WS-Management requests. 

 User Action 
 Use the following command to see the specific IPs on which WinRM is listening: 

 winrm enumerate winrm/config/listener"
Information,11/24/2019 10:08:43 AM,Microsoft-Windows-GroupPolicy,1501,None,The Group Policy settings for the user were processed successfully. There were no changes detected since the last successful processing of Group Policy.
Information,11/24/2019 10:08:43 AM,Microsoft-Windows-Winlogon,7001,(1101),User Logon Notification for Customer Experience Improvement Program
Information,11/24/2019 10:08:39 AM,Microsoft-Windows-Iphlpsvc,4200,None,Isatap interface isatap.osdc.lax.rapid7.com with address fe80::5efe:10.0.2.15 has been brought up.
Information,11/24/2019 10:08:38 AM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information,11/24/2019 10:08:38 AM,Microsoft-Windows-Iphlpsvc,4201,None,Isatap interface isatap.osdc.lax.rapid7.com is no longer active.
Information,11/24/2019 10:08:36 AM,Microsoft-Windows-Iphlpsvc,4200,None,Isatap interface isatap.osdc.lax.rapid7.com with address fe80::5efe:169.254.214.142 has been brought up.
Information,11/24/2019 10:08:36 AM,Service Control Manager,7040,None,The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information,11/24/2019 10:08:35 AM,Service Control Manager,7036,None,The Application Experience service entered the running state.
Information,11/24/2019 10:08:35 AM,Service Control Manager,7036,None,The Portable Device Enumerator Service service entered the running state.
Information,11/24/2019 10:08:35 AM,Service Control Manager,7036,None,The Server service entered the running state.
Information,11/24/2019 10:08:35 AM,Service Control Manager,7036,None,The IP Helper service entered the running state.
Information,11/24/2019 10:08:35 AM,Service Control Manager,7036,None,The Windows Management Instrumentation service entered the running state.
Information,11/24/2019 10:08:35 AM,Service Control Manager,7036,None,The Windows Licensing Monitoring Service service entered the running state.
Information,11/24/2019 10:08:35 AM,Service Control Manager,7036,None,The Distributed Link Tracking Client service entered the running state.
Information,11/24/2019 10:08:35 AM,Service Control Manager,7036,None,The Remote Registry service entered the running state.
Information,11/24/2019 10:08:35 AM,Service Control Manager,7036,None,The Cryptographic Services service entered the running state.
Information,11/24/2019 10:08:35 AM,Service Control Manager,7036,None,The Print Spooler service entered the running state.
Information,11/24/2019 10:08:35 AM,Service Control Manager,7036,None,The Security Accounts Manager service entered the running state.
Information,11/24/2019 10:08:35 AM,Service Control Manager,7036,None,The Workstation service entered the running state.
Information,11/24/2019 10:08:35 AM,Service Control Manager,7036,None,The Windows Firewall service entered the running state.
Information,11/24/2019 10:08:35 AM,Service Control Manager,7036,None,The Base Filtering Engine service entered the running state.
Information,11/24/2019 10:08:35 AM,Service Control Manager,7036,None,The Task Scheduler service entered the running state.
Information,11/24/2019 10:08:35 AM,Service Control Manager,7036,None,The Shell Hardware Detection service entered the running state.
Information,11/24/2019 10:08:35 AM,Service Control Manager,7036,None,The DHCP Client service entered the running state.
Information,11/24/2019 10:08:35 AM,Microsoft-Windows-DHCPv6-Client,51046,Service State Event,DHCPv6 client service is started
Information,11/24/2019 10:08:35 AM,Service Control Manager,7036,None,The DNS Client service entered the running state.
Information,11/24/2019 10:08:35 AM,Service Control Manager,7036,None,The TCP/IP NetBIOS Helper service entered the running state.
Information,11/24/2019 10:08:35 AM,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,11/24/2019 10:08:35 AM,Service Control Manager,7036,None,The Desktop Window Manager Session Manager service entered the running state.
Information,11/24/2019 10:08:35 AM,Service Control Manager,7036,None,The Windows Modules Installer service entered the running state.
Information,11/24/2019 10:08:34 AM,Service Control Manager,7036,None,The System Event Notification Service service entered the running state.
Information,11/24/2019 10:08:34 AM,Service Control Manager,7036,None,The COM+ Event System service entered the running state.
Information,11/24/2019 10:08:34 AM,Service Control Manager,7036,None,The User Profile Service service entered the running state.
Information,11/24/2019 10:08:34 AM,Service Control Manager,7036,None,The Group Policy Client service entered the running state.
Information,11/24/2019 10:08:34 AM,Service Control Manager,7036,None,The Windows Event Log service entered the running state.
Information,11/24/2019 10:08:34 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'luafv' (6.1, ‎2009‎-‎07‎-‎13T15:26:13.000000000Z) has successfully loaded and registered with Filter Manager."
Information,11/24/2019 10:08:33 AM,Service Control Manager,7036,None,The Network List Service service entered the running state.
Information,11/24/2019 10:08:33 AM,Service Control Manager,7036,None,The Network Location Awareness service entered the running state.
Information,11/24/2019 10:08:33 AM,Service Control Manager,7036,None,The Network Store Interface Service service entered the running state.
Information,11/24/2019 10:08:32 AM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,11/24/2019 10:08:30 AM,Service Control Manager,7036,None,The Remote Procedure Call (RPC) service entered the running state.
Information,11/24/2019 10:08:30 AM,Service Control Manager,7036,None,The RPC Endpoint Mapper service entered the running state.
Information,11/24/2019 10:08:30 AM,Service Control Manager,7036,None,The DCOM Server Process Launcher service entered the running state.
Information,11/24/2019 10:08:29 AM,Service Control Manager,7036,None,The Power service entered the running state.
Information,11/24/2019 10:08:29 AM,Microsoft-Windows-UserPnp,20010,(7010),"One or more of the Plug and Play service's subsystems has changed state. 

PlugPlay install subsystem enabled: 'true' 
PlugPlay caching subsystem enabled: 'true' 
"
Information,11/24/2019 10:08:29 AM,Service Control Manager,7036,None,The Plug and Play service entered the running state.
Information,11/24/2019 10:08:25 AM,Microsoft-Windows-Kernel-Processor-Power,26,(4),"Processor 1 in group 0 exposes the following:

1 idle state(s)
0 performance state(s)
0 throttle state(s)"
Information,11/24/2019 10:08:25 AM,Microsoft-Windows-Kernel-Processor-Power,26,(4),"Processor 0 in group 0 exposes the following:

1 idle state(s)
0 performance state(s)
0 throttle state(s)"
Information,11/24/2019 10:08:21 AM,Microsoft-Windows-Kernel-General,12,None,The operating system started at system time ‎2019‎-‎11‎-‎24T10:08:21.484375000Z.
Information,11/24/2019 10:08:12 AM,Microsoft-Windows-Kernel-General,13,None,The operating system is shutting down at system time ‎2019‎-‎11‎-‎24T10:08:12.186875000Z.
Information,11/24/2019 10:08:12 AM,Microsoft-Windows-Kernel-Power,109,(103),The kernel power manager has initiated a shutdown transition.
Information,11/24/2019 10:08:12 AM,Service Control Manager,7036,None,The Plug and Play service entered the stopped state.
Information,11/24/2019 10:08:12 AM,Microsoft-Windows-UserPnp,20010,(7010),"One or more of the Plug and Play service's subsystems has changed state. 

PlugPlay install subsystem enabled: 'false' 
PlugPlay caching subsystem enabled: 'false' 
"
Information,11/24/2019 10:08:34 AM,EventLog,6013,None,The system uptime is 13 seconds.
Information,11/24/2019 10:08:34 AM,EventLog,6005,None,The Event log service was started.
Information,11/24/2019 10:08:34 AM,EventLog,6009,None,Microsoft (R) Windows (R) 6.01. 7601 Service Pack 1 Multiprocessor Free.
Information,11/24/2019 10:08:34 AM,EventLog,6011,None,The NetBIOS name and DNS host name of this machine have been changed from VAGRANT-KOB3F2P to VAGRANT-2008R2.
Information,11/24/2019 10:08:11 AM,Service Control Manager,7036,None,The Windows Event Log service entered the stopped state.
Information,11/24/2019 10:08:11 AM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,11/24/2019 10:08:11 AM,Service Control Manager,7036,None,The Cryptographic Services service entered the stopped state.
Information,11/24/2019 10:08:11 AM,Service Control Manager,7036,None,The Microsoft .NET Framework NGEN v2.0.50727_X64 service entered the stopped state.
Information,11/24/2019 10:08:11 AM,Service Control Manager,7036,None,The Windows Management Instrumentation service entered the stopped state.
Information,11/24/2019 10:08:11 AM,Service Control Manager,7036,None,The User Profile Service service entered the stopped state.
Information,11/24/2019 10:08:11 AM,Service Control Manager,7036,None,The DHCP Client service entered the stopped state.
Information,11/24/2019 10:08:11 AM,Service Control Manager,7036,None,The Windows Licensing Monitoring Service service entered the stopped state.
Information,11/24/2019 10:08:11 AM,Microsoft-Windows-Dhcp-Client,50037,Service State Event,DHCPv4 client service is stopped. ShutDown Flag value is 1
Information,11/24/2019 10:08:11 AM,Service Control Manager,7036,None,The Windows Modules Installer service entered the stopped state.
Information,11/24/2019 10:08:11 AM,Service Control Manager,7036,None,The Desktop Window Manager Session Manager service entered the stopped state.
Information,11/24/2019 10:08:11 AM,Service Control Manager,7036,None,The Distributed Link Tracking Client service entered the stopped state.
Information,11/24/2019 10:08:11 AM,Microsoft-Windows-DHCPv6-Client,51047,Service State Event,DHCPv6 client service is stopped. ShutDown Flag value is 1
